article,label
"Kinumpirma ng Malacanang ang sabwatan ng opposition group na Liberal Party, Magdalo, at ilang media outfits sa umano'y planong pagpapatalsik kay Pangulong Rodrigo Duterte. Ayon kay Presidential Spokesperson Salvador Panelo, ito ay ginawa ng oposisyon para makatulong sa kanilang mga pambato sa pagka-Senador sa darating na eleksyon. ""The President has received intelligence information that has been validated and appears to show that there is deliberate attempt to discredit this administration, as well as to boost the candidacies of the opposition, senatorial candidates,"" saad ni Panelo. ""And it appears that there are certain groups who are working together to achieve this goal. This group appears to be the Liberal Party. Some personalities identified as advocates or very active in social media, dishing out anti-Duterte statements and sentiments and validated to be allied with the Liberal Party,"" dagdag niya. ""The other group by the way is Magdalo. It appears from this diagram that Liberal Party, the Magdalo and other groups indicated in the matrix are working hand in hand,"" punto ni Panelo. Matatandaan na naglabas ng matrix ang Malacanang ukol sa mga media outfits na gustong mapatalsik ang Pangulo, ilan sa mga kasama ay ang Rappler, Vera Files, Philippine Center for Investigative Journalism at National Union of People's Lawyer.",1
"Inaprubahan na sa ikatlo at huling pagbasa sa Kamara ang panukalang magbibigay ng libreng dialysis treatment para sa mga mahihirap na pasyente. Sa botong 177, lumusot ang House Bill 9156 o Comprehensive Renal Replacement Therapy Act, na layong magbigay ng comprehensive renal replacement therapy (RRT) para sa mga pasyenteng may malalang sakit sa kidney o bato sa mga national, regional at provincial government hospital. Sa ilalim ng batas, ang mga kuwalipikadong pasyente ay mapapasakop sa ""No Balance Billing Policy"" o hindi pagsisingil sa nagastos ng indigent patients, gayundin sa PhilHealth members na sumailalim sa medical treatment. Palalawakin rin ang benefit package ng PhilHealth para sa kidney transplant therapy sa kapwa buhay at namatay na donor. Gayundin ang PhilHealth coverage para sa kidney transplantation mula sa pag-evaluate at screening ng kidney donor at recipients hanggang sa mismong proseso ng transplant at matapos nito. Inaatasan din dito ang Philippine Charity Sweepstakes Office (PCSO) na magkaloob ng natitirang kinakailangang sessions sa peritoneal dialysis at hemodialysis matapos magamit ng pasyente ang kanyang benefit package mula sa PhilHealth.",1
"Lumabas sa Corruption Perception Index (CPI) ranking na less corrupt na ang Pilipinas kumpara sa dati nitong kalagayan. Ayon sa international group na Transparency International (TI), umakyat ng 12 puntos ang Pilipinas. MUla sa ika-111, ngayon ay nasa pang 99 na pwesto na tayo. Nakakuha ng gradong 36 out of 100 ang ating bansa. Kung ang isang bansa ay nakakuha ng 0, iig sabihin nito ay ""highly corrupt"" ito. Maituturing naman na ""very clean"" kung 100 ang grado. Nangunguna ang mga bansang Denmark (88) at New Zealand (87) sa listahan. Habang ang mga bansang SOmalia (10), Syria (13) at Sudan (13) naman ang nasa ibaba. Basahin ang reaksyon ng ilang kababayan natin sa inilathala ng Transpearency International. ""99th na tayo out of 180 countries. This means that humihina na ang corruption sa ating bansa,"" sabi ni D. Juarana. ""We can feel it.,"" sabi ni J. Salamia. ""Great improvements hurrah. Tatay Digong,"" sabi ni H. Paguio. ""Kasalanan na namn ni DUTERTE YAN! magagalit na naman mga dilawan,"" sabi ni A. Santos. Source: CNN Philipines | PTV",1
"Isa ring learning experience kay Richard ang pagtatrabaho niya sa pang-MMFF na The Amazing Praybeyt Benjamin. ""Marami rin akong natutunan kina Direk Wenn (Deramas) at Vice (Ganda) at sa kanilang lahat din naman. Si Alex Gonzaga marami rin akong nakuha sa kanya na p'wede ko ring magamit. Sa totoo lang, ang galing nilang lahat magbitaw ng mga linya kahit 'yung wala sa script, off the top of their heads they can just come up with something funny,"" seryoso pa ring kuwento ni Richard. Pressure nga raw siya dahil medyo tahimik lang siya sa tabi at wala siyang masasabi sa niyang naging contribution niya sa movie. ""I'm just trying to learn from them and see how to be a better comedian also. Maybe next time, I can contribute to the movie,"" banggit pa niya.",0
"Itong mga nakaraang araw naging laman ng balita ang pagbalik ng mandatory Reserve Officers' Training Corps (ROTC) program para sa mga estudyante sa grades 11 and 12. Isa si Pangulong Rodrigo Duterte na sumusuporta sa hakbang na ito. Ayon sa mga nakaraang pahayag ng Presidente, magiging daan daw ito para maging makabayan ang mga kabataan. Pero para kay Senadora Risa Hontiveros, ang panukalang batas ay lalabag sa Optional Protocol to the United Nations Convention on the Rights of the Child. Base daw sa protocol, hindi daw pwede sapilitang i-recruit ang mga menor de edad sa armed forces. Dapat daw ay maging optional ito sa mga estudyante. ""Since the Armed Forces of the Philippines (AFP) is also composed of a 'citizens' armed force which shall undergo military training,' we would be violating our international commitment if we compulsorily recruit into the reserved forces those who are not of the age of majority,"" sabi ni Hontiveros. Kinuwestiyon din ni Hontiveros ang pagkukunan ng pondo sa ROTC program. ""How do we overcome the financial burden of institutionalizing ROTC in all these high schools? How can we assure the public of proper implementation when we can barely sustain our K to 12 program?"" dagdag pa ni Hontiveros. Samantala, si Senador Sherwin Gatchalian naman ay in-endorsed na ang panukalang batas para sa plenary aprroval ng senado. Source: Inq",1
"Pinag-uusapan ngayon sa social media ang video ng netizen na si Indai Joffee kung saan makikita ang malakas na pagbulwak ng natural gas deposit. Nangyari daw ang insidente sa may Purok 8, Poblacion, Magallanes, Agusan del Norte. Ang video ay ini-upload sa Facebook noong pang Linggo. Pumalo na sa 322,000+ na ang nakapanood at umabot na sa mahigit 10,000 netizens ang nagbahagi nito. Ayon kay Joffe, hinihintay lang daw nila ang kumpirmasyon mula sa Department of Energy (DOE) kung tunay nga bang natural deposit ang natagpuan sa nasabing lugar. Sa isa pang video makikita na tila naging apoy na ang nasabing gas deposit. Hindi pa malaman kung sinilaban ito. Matatandaang pinangunahan ni Pangulong Rodrigo Duterte ang Ceremonial Commencement ng Oil at Gas Production sa Alegria Oilfield sa Cebu. Source: Indai Joffee",1
"Binabatikos ngayon sa social media ang gagawing hakbang ng Metropolitan Manila Development Authority (MMDA) laban sa concerned citizen na si Pio Gerona Fortuno Jr. na nag-upload ng viral video ng isang footbridge kung saan makikitang may mga utility cables na nakatagos. Ayon sa tagapagsalita ng MMDA na si Celine Piallago, mahaharap sa maraming kaso ang si Fortuno Jr. Hindi rin daw kasi kinuha ang kanilang panig bago ilagay ang video sa internet. ""Ang instruction po ni GM Jojo Garcia na nasa legal na namin ay kasuhan ng trespassing. Kasi hindi pinadadaanan, dinaanan. Malicious mischief, because you can see the intention. Why do you have to upload that in that way wthout asking us. Ang cyberlibel,"" sabi ni Pialago. Umalma naman ang nagpakilalang kapatid ni Pio na si Teresa Fortuno Tejada sa gagawin ng MMDA. Ayon kay Tejada, hindi gagawin ng kapatid niya ang pag-upload ng video para makakuha lang ng libo-libong likes. Ang kapatid pa nga niya daw ang may karapatan na maghabla sa MMDA dahil sa akusasyon ng ahensiya na may tinanggal si Pio na mga barrier. ""Actually, it's my brother who has the right to file a suit against the MMDA... They have claimed that he has removed the barrier when there was actually none, just to take a video of the unfinished footbridge?!? Dear MMDA, my brother would not make up a story just to gain a thousand shares and likes in Facebook... It's not worth his time to do such nonsense... Please act responsibly naman... This is not the only footbridge that has issues... There are others that you have neglected for so long so please keep your act together naman... Plus there are also others who have crossed this footbridge, will you file a suit against them as well?,"" sabi ni Tejada. Sa isang panayam, nilinaw ni Pio na wala siyang tinanggal na barrier. ""They will not see any CCTV video of me taking down the barriers because there were o barriers when I entered that,"" sagot ni Fortuno Jr. sa MMDA. Basahin ang reaksyon at tugon ng ilang kababayan natin sa hakbang ng MMDA na kasuhan ang concerned citizen. Source: News5 | Teresa Fortuno Tejada",1
Agad masusubok ang kakayahan ng mga nakuwalipika sa pinakamayaman at pinakamalaking karera sa bansa sa unang araw pa lamang ng labanan kung saan ay dalawang yugto agad ang kanilang kakaharapin sa kabuuang anim na araw ngunit may walong Stage na karera.,0
"Naniniwala si Presidential Adviser on the Peace Process (OPAPP) Secretary Teresita Quintos Deles na makatutulong ang extended holiday truce ng tropa ng pamahalaan at rebeldeng komunista upang hindi maapektuhan ang isinasagawang rehabilitasyon sa mga komunidad na sinalanta ng bagyong ""Ruby."" Ito ay bilang reaksiyon sa pagdedeklara ng joint suspension of military and police operations (SOMO-SOPO) ng Armed Forces of the Philippines (AFP) at Philippine National Police (PNP) laban sa Communist Party of the Philippines/New People's Army/National Democratic Front (CPP/NPA/NDF) na magsisimula sa Disyembre 19, 2014 hanggang Enero 19, 2015.",0
"Ipinakita ng Tigers ang pangil kung bakit sila kinukonsiderang matinding title contender ngayong taon makaraang padapain ang Far Eastern University (FEU) Tamaraws sa loob ng apat na sets, 22-25, 25-19, 27-25, 25-22.",0
"Nagtapos si James na may 19 puntos at 12 assists. Tinapos ni Carmelo Anthony ang kanyang 4-for-19 na gabi sa pagmintis sa isang 3-pointer sa mga huling segundo at nalaglag ang Knicks sa kanilang ikaanim na sunod na pagkabigo para sa 4-16 na kartada. Nagdagdag si Tim Hardaway Jr. ng 20 puntos at 18 naman ang kay Amare Stoudemire, kasama ang 9 rebounds para sa Knicks, na sinubukang sorpresahin ang Cavs sa ikalawang pagkakataon ngayong season. Ngunit hindi nagawa ng New York, na sinira ang unang laro ni James mula nang magbalik sa Cleveland sa kanilang 95-90 na panalo noong Oktubre 30, na mapanatili ang pakikipagsabayan makaraang lumamang ng 7 sa huling quarter. Naipasok ni James ang isang 3-pointer para makuha ang 86-85 na abante sa natitirang 3:54, sinundan niya ito ng isang fast-break dunk para sa 3 puntos na kalamangan, may 3:25 pa ang nalalabi. Gumawa si Kevin Love ng 11 puntos at 11 rebounds para sa Cavs, na nag-average ng 109.8 puntos sa kanilang huling apat na pagwawagi ngunit nahirapan sa opensa sa larong ito, maliban kay Irving.",0
"Sinabi ng isang opisyal ng PVF na nagpadala ng kanyang pagsuporta si FIVB president Dr. Ary S. Graca ng Brazil sa pagsasagawa ng demokratikong proseso upang tuluyan nang mareresolbahan ang kaguluhan sa liderato ng asosasyon sa bansa. Una nang nagpadala ang FIVB noong Nobyembre 19, 2014 ng isang attestation na kinikilala ang PVF bilang lehitimong miyembro bagamat patuloy itong binabalewala ng POC na bumuo ng sariling asosasyon na kinilala bilang Larong Balibol sa Pilipinas (LBP). ""We hereby confirm that the PVF has been affiliated to the FIVB since 1951 and is also a member of the Asian Volleyball Confederation (AVC). This federation is in good standing with the FIVB, pays its affiliation fees and attends the World Congresses,"" sinabi sa attestation ng FIVB. ""The FIVB recognizes this Federation as the legitimate and exclusive authority, under the leadership of its President, WM Karl Geoffrey Chan II and its secretary general Dr. Rustico Camangian, to govern Volleyball and Beach Volleyball in the Philippines,"" ayon pa sa sulat. Gayunman, tuluyan nang tinuldukan ng POC, sa isinagawang general assembly noong Miyerkules, ang pagkilala sa PVF na matagal nang hindi miyembro ng sports governing body sa bansa. Sinabi ni POC secretary general Steve Hontiveros na napagtanto sa Executive Board meeting na kinakailangan uli ng PVF na magre-apply upang makunsidera ang pagiging miyembro sa asosasyon. Nabuo ang desisyon ng POC Executive Board matapos na maberipika na mayroong dalawang magkahiwalay na grupo na bumibitbit sa pangalan ng PVF na binuo sa magkahiwalay na taon sa listahan ng Securities and Exchange Commission, ang una ay noong 2005 at ang ikalawa ay noong 2014. Ipinaliwanag ni Hontiveros na ang 2005 PVF na siyang kinikilala ng POC ay lubhang kaiba mula sa 2014 PVF na nakasaad na sina Chan at Camangian ang presidente at secretary general. Idinagdag ni Hontiveros na para maisaayos ng PVF ang kaguluhan at upang muling kilalanin ng POC ay muli silang mag-apply para sa membership. ""They have to apply again and go through the process of getting recognition from the international federation,"" pahayag ni Hontiveros. Huling nagtalaga at inaprubahan ng pamunuan ng PVF, sa isinagawang Board of Directors meeting noong Mayo 30, 2013 sa Vito Cruz, Manila, ang liderato matapos na magbitiw sa posisyon ang dating pangulo na si Gener Dungo. Pinalitan nila si Dungo sa pagluklok kay Chan bilang presidente habang ang chairman ay si Pedro Mendoza. Si Mendoza ay namayapa noong nakaraang taon at pinalitan naman ni Edgardo Cantada. Pumalit sa puwesto ni Chan si Artagnan Yambao bilang bise-presidente. Ang iba pang opisyales ay sina Victor Abalos (Commissioner), Roger Banzuela (Treasurer), Minerva Dulce Pante (Auditor), Nestor Bello (Referees Chairman), Yul Benosa (Rules Chairman) at Adrian Paolo Laurel (PRO).",0
"In fairness, cute naman ang puppy na ibinigay at sa tuwing lalabas ang magkasintahan ay dala-dala nila with matching stroller pa. Heto na ang siste, naghiwalay na sina TV host/actor at TV host/actress dahil babaero raw ang una bukod pa sa hindi rin boto ang pamilya ng huli. Siyempre, naiwan si Puppy kay TV host/actress. Ito ang naging kasa-kasama niya noong nalulumbay siya hanggang sa naka-move on na siya. ""Sobrang love ni _____ (TV host/actress) si _____ (puppy) kasi first baby niya kay _____ (TV host/actor), kaya maski nasaan siya, kasama 'yan. Ang problema 'pag nagpunta ng _____ (ibang bansa) siya, paano saan niya iiwan? Hindi pa kasi napapagawan ng passport.""",0
"LONDON (AP) -- Kinumpirma ng Iron Maiden na ang singer na si Bruce Dickinson ay nagpapagamot upang labanan ang cancer sa dila, at umaasang gagaling kaagad. Ibinahagi ng nasabing banda sa kanilang website noong Huwebes na nalaman ang sakit ng singer nang siya ay komunsulta sa doktor noong Disyembre, at sumailalim sa chemotherapy at radiotherapy sa loob ng pitong linggo.",0
"Nagbahagi si Gilbert, 33, ng larawan na makikita ang ulo niya at ni Williams na tila ikakasal at ito ay inilarawang: ""Popped the question on Christmas Day! #micdrop.""",0
"Sa ulat ng GMA News, binulgar ni Mario Ludades na ang National Union of Journalists of the Philippines (NUJP) ay isa sa mga legal front ng Communist Party of the Philippines (CPP). Si Ludades ay kasapi sa No to Communist Terrorist Group Coalistion (NTCC) at isa ding Ingenous People leader sa Cordillera Administrative Region. Ayon pa sa artikulo ng GMA, isa din daw si Ludades sa mga 18 na orihinal na nagtatag ng CPP at 18 taon namalagi sa grupo. Ilan pa sa mga pinanglanan ni Ludades na kasama sa legal fronts ng CPP ay ang League of Filipino Students, College Editors Guild of the Philippines, and Students Christian Movement of the Philippines. ""Bukod sa kabataan, patuloy din ang panloloko sa mga miyembro ng urban poor, maralitang magsasaka, manggagawa at iba't ibangmarginalized sectors,"" sabi ni Ludades. Binanatan din ni Ludades si CPP Founder Jose maria ""Joma"" Sison. Ayon kay Ludades, isa-isa umanong nag-alisan ang founder ng CPP dahil sa ""self-centered style"" na pamumuno at pagiging diktador daw ni Joma. Sa isang pahayag, itinanggi ng NUJP ang mga sinabi ni Ludades. ""The charge of being a ""legal front"" of the communists is so absurd it is tempting to dismiss it outright,"" sabi ng NUJP. Panoorin ang isang dokumentaryo na nagpapakita sa kasamaan ng CPP at ng armed wing nito na New People's Army (NPA). Basahin ang reaksyon ng mga tao laban sa NPA. Source: GMA | PTV | GMA",1
"Bilang bahagi ng selebrasyon ng pisa, nagpapatuloy ang kada oras na mga misa sa loob ng 26 oras sa Tondo Church simula ng Sabado ng gabi hanggang Linggo ng gabi. Ang mga replika ng Sto. Nino sa mapang-akit na mga kasuotan ay tinitipon sa ibabaw ng isang float na napalalamutian ng mga bulaklak at tinapay na bumibisita sa mga barangay sa pamamagitan ng ""Lakbayaw"" na isang masayang prusisyon ng libu-libong deboto, kabilang ang mga bata at matanda, na karga ang mga imahe ng Sto. Nino, sumasayaw at umaawit, sa gitna ng pagsigaw ng ""Viva Sto. Nino! Pit Senor!"" at sasabuyan sila ng tubig galing sa mga hose, na pinaniniwalaang sumasagisag sa ""pagbibinyag"" ng mga mananampalataya. Ang mga residente ng Tondo pati na rin ang mga deboto ay iniuugnay ang mga milagro sa Sto. Nino, pinaniniwalaan na ang kanilang pananampalataya ay may pabuyang mabuting kalusugan, katiwasayan, at proteksiyon. Ang kanilang taunang pista ay isang pinakahihintay na okasyon, na ipinagdiriwang sa nobenang misa, nililinis at pinagaganda ang kanilang mga tahanan at kalye, sumasali sa Lakbayaw, nagsasagawa ng mga tiangge, nanonood ng mga tanghalang pangkultura at sportsfests. Ang mga hapag-kainan ay pinupuno ng mga pagkain at bukas ang mga tahanan para sa mga bisita. Ang mga pangunahing lansangan kung saan daraan ang prusisyon ay makulay na napapalamutian ng mga bunting, mga arko at streamers.",0
"Sa kanyang social media account, pinikita ni senatorial aspirant Attorney Glenn Chong ang pagsugod niya sa tanggapan ng Commission on Election (COMELEC) para ireklamo ang mga natanggap niyang ulat tungkol sa hindi paglabas umano ng pangalan niya sa ilang resibo. ""PINAPAGPALIWANAG KO ANG COMELEC TUNGKOL SA MGA REPORTS NA NATANGGAP NAMIN NA HINDI LUMABAS ANG AKING PANGALAN SA RESIBO KAHIT IBINOTO AKO,"" sabi ni Attorney Chong. Binunyag din ni Chong na may nasagap siyang sumbong ng isang botante. Ayon daw sa botante, 2 sila ni former DILG Secretary Mar Roxas na binoto pero ang pangalan lang ni Roxas ang lumitaw sa resibo. ""I posted it on my Facebook acount. Ang binoto niya dalawa, si Glenn Chong at si Mar Roxas, ang lumabas sa resibo si Mar Roxas lang. Wala ang pangalan ko sa resibo,"" pahayag ni Attorney Chong. Sa isa naman daw na pagkakataon, si Magdalo Representative Gary Alejano ang lumabas kahit na siya ang ibinoto ng botante. ""SA BATANGAS: GANITO RIN ANG NANGYARI SA ISANG BOTANTE. SI GLENN CHONG ANG IBINOTO, SI ALEJANO ANG LUMABAS SA RESIBO,"" pagbubunyag ni Chong. Kasalukuyang lumalabas ang mga ulat na nagkakaroon ng aberya sa COMELEC dahilan ng pagkaantala ng pagdi-display ng mga partial at unofficial count para sa mga senador. Ayon sa COMELEC, ginagawan na raw nila ng solusyon ang problema. Source: Attorney Glenn Chong | [2]",1
"Idineklara ng Sangguniang Panlungsod ng Dapitan City sa Zamboanga del Norte na pers0na non grata sa kanilang siyudad ang mamamahayag na si Erwin Tulfo. Ayon sa report ng Rappler, nagsagawa ng botohan ang mga city councilors ng siyudad noong Mayo 7, 2019 at pumabor ang lahat upang ituring na ""persona non grata"" o ""undesirable person"" si Tulfo. Dahil ito sa harap-harapang pang-iinsult0 ni Tulfo sa mga Dapitanons at sa kanilang siyudad. Noong Abril 28 ay bumisita si Tulfo, kasama ang dating Dipolog City mayor Evelyn Uy na tumatakbo bilang mayor ng Dapitan, upang ikampanya ang sinusuportahang party-list group, ang ACT-CIS. Gayunman, imbes na magsalita nang magaganda o makabuluhang pahayag, mas nabigyang-diin kung paano maliitin ni Tulfo ang lugar. Ayon sa isang open letter ng isang Dapitanon na si Gualberto Laput, nasaktan, nainsulto, nasuklam, at nagalit ang mga mamamayan ng Dipolog City sa mga hindi kaaya-ayang pahayag ni Tulfo. Kabilang sa mga sinabi ni Tulfo ay ang retorikal na tanong nito na: ""Saan ka ba nakakita ng city na you only have one bank?"" Gayunman, nilinaw ni Laput na may apat na bangko sa kanilang siyudad. ""Pumunta ka ng Dipolog, maraming fastfood. Bakit ba ang taga-Dapitan hindi marunong kumain ng Jollibee?"" sabi pa umano ni Tulfo. Sinabi rin umano ni Tulfo na hindi raw dapat ikonsidera ang Dapitan bilang siyudad dahil wala itong Jollibee. Tinugon naman ito sa liham na kaya naging siyudad ang Dapitan ay dahil sa kahalagahang kultural nito, at hindi dahil sa mga malalaking commercial at industrial establishments.",1
"Tulad ng kanyang ipinangako, ilang araw bago ang kanyang unang pagtapak sa octagon ng One Fighting Championship (ONE FC), hindi nga hinayaan ni Brandon Vera na umabot sa tatlong round ang kanilang sagupaan ni Igor Subora sa co-main event ng ""One FC: Warrior's Way"". Sa likod ng malalakas na hiyawan at palakpakan ng kanyang mga tagasuporta sa Mall of Asia Arena, naging matagumpay ang debut bout ni Vera sa ONE FC nang makuha niya ang KO victory sa 3:54 mark ng unang round ng kanilang sagupaan ng URCC heavyweight champion kamakalawa ng gabi.",0
"Matapos lumabas ang pinakahuling Social Weather Station survey tungkol sa ""very good"" rating ni Pangulong Rodrigo Duterte, naglabas naman ng pahayag ang kritiko niya na si Senador Antonio Trillanes. Ayon kay Trillanes, wala raw maniniwala sa naturang survey dahil puro kapalpakan daw ang ginagawa ng Pangulo para sa kanya. Patuloy niya pang siniraan ang naturang survey nang sabihin nito na nakakaramdam lang daw ng takot ang mga naging respondents. Malalaman daw ang totoong sentimiyento ng mga Pilipino sa mid-term elections sa susunod na taon. Sa isa namang pahayag, sinabi ni Presidential Spokesperson Salvador Panelo na sampal sa mukha ng mga kritiko ang kalalabas na survey. ""The consistent satisfaction rating of PRRD puts a lie to critics and detractors who find nothing good in his style of governance. The support of the Filipinos for our Chief Executive also sends a strong message to foreign human rights groups and foreign governments to put a stop to their baseless and unkind accusations on his war on drugs. In addition, the survey result is a slap on their faces for their outrageous intrusion on the sovereignty of our country,"" sabi ni Panelo. Matatandaang sinabi ni Trillanes noong nakaraang tao na babagsak daw ang mga numero ng ating Pangulo. Pero matatapos na ang 2018, nananatili pa rin na pasado ang mga gradong nakukuha ng Presidente sa mga surveys. Source: Antonio ""Sonny"" Trillanes IV | CNN",1
"Itong mga nakaraang araw, nagsilabasan ang mga screenshots ng mga pag-uusap umano ng anti-government blogger na si Jover Laurio (Pinoy Ako Blog) at ang dating financial manager ni Kris Aquino na si Nicko Falcis. Ang mga screenshots na ito ay galing sa kapatid mismo ni Nicko na si Attorney Jesus Falcis. Laman ng mga chat conversations ang tungkol sa pagpo-pondo para i-boost ang mga social media posts ni Jover sa Facebook. Ang pag-""boost"" ng Facebook posts ay ang pagpapabayad sa Facebook para lalong makarating sa maraming tao ang isang social media post. Karamihan sa mga bino-boost ni Laurio na mga posts ay mga laban sa mga taga-suporta ni Pangulong Rodrigo Duterte. Ilan sa mga binabanatan ni Laurio sa kanyang mga posts ay ang mga pro-government bloggers na sina RJ Nieto aka ThinkingPInoy, Sass Rogando Sasot at si dating Presidential Communications Operations Office Assistant Secretary Mocha Uson. Lumabas din ang mga screenshots ng viber group chat kung saan magkakasama sina Jover, Niko at si Kris. Ang pangalan ng group chat ay Resibo Group. Mapapansin na aktibo si Kris sa nasabing group. Ang mga rebelasyon na ito ay hindi tinantanan ng pro-government blogger at Maastricht University lecturer na si Sass Rogando Sasot. Sa kanyang social media account, sinabi nito na dumadami na ang mga ebidensiya na si Kris nga ang pumupondo sa anti-government blogger na si Jover. At dahil si Kris Aquino ay isang product endorser, natanong tuloy ni Sass kung pinapayagan ba ito sa kontrata ni Kris sa mga produktong ine-endorso nito. ""Dear Companies Sponsoring Kris Aquino: There's mounting evidence that Kris Aquino finances anti-government blog Pinoy Ako Blog. Is this allowed in your contract with her?"" sabi ni Sasot. Ayon naman sa website na GetRealPhilippines (GRP), wala naman daw masama sa pagtanggap ng pondo. Ang masama daw ay ang hindi pagiging tapat ni Jover. Gusto daw ni Jover na lumabas na isang independiyente at walang pinapanigang blogger. ""'Don't get me wrong. Accepting funding is not evil'. What is wrong with what Laurio did was she was not transparent about it. She should have informed her readers that her blogs are being sponsored by Kris Aquino. We already know that she is a staunch Aquino and Liberal Party supporter so why hide it? Because Laurio wanted to keep the image of being ""independent"" before the public as long as possible. She wanted to be perceived as non-partisan, which she definitely is not. She also wanted to keep projecting the image that she is penniless obviously to attract more pity and sponsorship. Another reason Laurio had to keep it a secret is perhaps Kris Aquino didn't want her name to be associated with her blogs. But one of the screenshots provided by Falcis includes Aquino in a chat group with Laurio. They were cooking up something,"" sabi ni Ilda ng GRP. Habang isinusulat ang blog post na ito ay walang pang sagot ang kampo ni Kris sa isyung ito. Panoorin ang opinyon ng isa pang blogger patungkol sa kontrobersiya na ito. Source: Sass Rogando Sasot | Jesus Falcis Blog | GRP",1
"Samantala, ilang oras matapos na maapula ang naturang sunog ay isang malaking apoy na naman ang sumiklab sa lugar kahapon ng tanghali habang isinusulat ang balitang ito.",0
"Grabe ibang klase talaga si Vice Ganda kung magpatawa at ang dami nya talagang gimik sa tv. Ngayon naman na dare sya ng MOR radio station para i -prank si Mr. Ogie Diaz. Nakaktuwa talaga ang mga linya ni Vice Ganda, talagang likas na creative talaga si Vice parang normal na lang sa kanya ang ganito. You may watch the video on this link .",1
"Usap-usapan ngayon sa social media ang umano'y panggagaya ng kinatawan ng Thailand na si Ingchanok Prasart sa ginanap na Miss Intercontinental pageant 2018 sa trademark ni Miss Universe 2018 Catriona Gray na ""lava walk."" Isang netizen sa Twitter na nagngangalang Marnie Raro ang nakapansin sa paraan ng paglalakad at pag-project ni Miss Thailand na parang kinokopya ang ""lava walk"" ni Catriona. Bukod kay Miss Thailand, napansin din ng mga netizens ang pagkopya umano sa ""Mayon Volcano gown"" ni Miss Vietnam. Aminado naman ang dalawa na labis nilang hinahangaan at inspirasyon nila si Miss Universe 2018 Catriona Gray. Halo-halo naman ang naging reaksyon ng mga netizens hinggil dito. ""So now everyone looks like Catriona Gray. From hair to stance to gowns. The influence. Only legends do that."" ""Catriona Gray's walk can never be perfect without her walking it."" ""I think so? Even the hand gesture of Miss Thailand seems copied too. Catriona Gray is indeed a queen."" ""Yet they can't copy the original. Because there will be only one Lava Walk and Catriona Gray."" ""Kayo na 'yung may mga originality... hala gawa kayo sarili niyong pageant, ano ba naman yung hayaan niyo na lang sila hays....daming toxic."" Isang patunay lamang ito na maraming mga aspiring beauty pageant candidates, hindi lamang sa Pilipinas kundi maging sa buong mundo, ang tumitingala at humahanga kay Catriona. Aminado naman dito ang marami sa mga kandidata ng naturang katatapos na pageant. Ang 47th edition ng Miss Intercontinental 2018 ay ginanap noong Enero 26, 2019, sa SM Mall of Asia Arena sa Pasay, Metro Manila, Philippines. Kinoronahan ni Miss Intercontinental 2017 Veronica Salas Vallejo ng Mexico ang kandidata ng Pilipinas na si Karen Juanita Gallman. Ito ang kauna-unahang pagkakataong naging host ang Pilipinas sa pageant na ito. Pinili ng Japan organizers ang Pilipinas na maging venue ng pageant dahil abala ang bansang Japan sa mga paghahanda para sa 2020 Summer Olympics. Narito ang buong Twitter post ng netizen:",1
"NIYANIG ng magnitude 4.1 lindol ang Maguindanao kaninang umaga. Ayon sa Philippine Institute of Volcanology and Seismology naramdaman ang lindol alas-10:37 ng umaga. Ang epicenter ng lindol ay 50 kilometro sa kanluran ng Cotabato City. May lalim itong 21 kilometro. Naramdaman ang Intensity III sa Cotabato City, Kalamansig at Lebak sa Sultan Kudarat. Intensity I naman sa Zamboanga City.",0
"Nasawi ang isang umano'y hambog at siga na binatilyo sa Tondo, Manila matapos itong pagbabarilin. Kinilala ang 16-anyos si Kevin Lois Monsod na nagtamo ng tama ng bala malapit sa dibdib. Sa kuha sa CCTV ng Barangay 72, makikita na naglalakad si Monsod kasama ang dalawang kaibigan nang sipain nito ang dumaang motorsiklo na may sakay na tatlong babae. Humarurot palayo ang motorsiklo pero binalikan ng rider si Monsod at binaril. Ayon sa isa sa mga kaibigan ng biktima, kaklase ni Monsod ang isa sa mga babaeng angkas kaya binati niya ito pero hindi umano ito nagustuhan ng nagmamaneho ng motorsiklo. Ayon kay Police Lt. Col. Reynaldo Magdaluyo ng Raxabago Police, posibleng nagkapikunan ang suspek at biktima na nauwi sa pamamaril.",1
