label,article
1,"Sa isa sa mga videos ng ""Ang Totoong Narco List"" series na naninira sa pamilya ni Pangulong Rodrigo Duterte, may ipinakitang bank documents na makakapagpatunay daw na sangkot si Mans Carpio sa kalakaran ng droga. Si Carpio ay manugang ni Presidente Duterte. Sa naturang dokumentong ipinakita sa video, makikita ang logo na hawig na hawig sa logo ng bangkong RURAL BANK OF GUINOBATAN Inc. (RGBI) na matatagpuan sa Albay. Kaya hindi na nagpatumpik-tumpik ang RGBI at mariing sinupalpal ang mga kasinungalingan ni Bikoy. ""The Rural Bank of Guinobatan, Inc. (RBGI) is unfortunately mentioned in a video that has been circulating in different social media platforms implying that the bank is being used in facilitating transactions allegedly involving drug money. This allegation implicating RBGI is not only downright false but also preposterous... RBGI categorically denies that it has existing bank accounts with the number combinations mentioned and that any of the alleged transactions never happened involving RBGI as mentioned in the videos,"" sabi sa pahayag ng RBGI. Nagpaliwanag din ang RGBI na wala silang kakayahan na magsagawa ng international money transfer at magproseso ng napakaling halaga ng pera, kabaligtaran sa sinasabi sa video ni Bikoy. ""Given the nature of the bank's small size, simple operation and microfinance niche, we do not have the capacity to handle such stupendous amount nor the facility for international money transfers. Suspicious transactions and amounts beyond five hundred thousand are automatically reported and scrutinized by the AMLC,"" ayon pa sa RBGI. Base pa sa pahayag ng bangko, hindi daw sila makakapayag na magsagawa ng mga kaduda-dudang transaksyon na makakasira sa kanila. ""RBGI's corporate values do not in any way tolerate doubtful transactions nor will it allow its facilities to be used in unscrupulous bank transactions that will not only besmirch our reputation but erode the trust and confidence of our valued clients,"" dagdag ng RBGI. Source: RURAL BANK OF GUINOBATAN Inc."
1,"Ininahagi ni Rogelio Pacelo ang naging karanasan niya sa kasagsagan ng lindol na tumama sa ilang parte ng Luzon kahapon. Ikinuwento ni Pacelo kung paano siya at ang kaniyang pamilya ay nakaligtas sa pagguho ng supermarket sa Pampanga kung saan sila namimili nang nangyari ang 6.1magnitude na lindol. ""Noong lindol kasama ko ang asawa ko at anak ko namimili po kami. Noong nagkaroon ng lindol, unang bumigay ang beam, lumagapak 'yung sa bandang dulo sa may exit. Natuluyan 'yung sa fourth floor sa entrance."" pahayag ni Pacelo. Ayon kay Pacelo, nasugatan ang kanyang misis. Masuwerte naman na hindi siya nagtamo ng mga sugat habang pino-protektahanniya ang kanyang 6 na buwan na anak. ""Ako po ay walang galos pero ang asawa ko nagkapasa siya, gawa ng noong lumindol yung anak ko kinalong niya. So, ang ginawa ko naman, prinoteksunan ko ang anak ko. Tinitignan ko 'yung mga nalalaglag,"" ani Pacelo. Ayon sa opinyon ni pacelo, marami daw ang na-trap sa gumuhong shopping market at marami din daw siyang nakitang sugatan. ""'Yung mga naiwan po marami. Ang mga naiwan, hindi lang singkuwenta, marami kasi... Yung mga tao nagkakagulo na, umiiyak at sumisigaw,"" dagdag pani Pacelo. Nagpasalamat naman si Pacelo sa Panginoon dahil nakaligtas ang siya ang kanyang pamilya. Source: ABS"
1,"Hindi pa nakakabuwelo ang ilang kababayan natin sa naging lindol kahapon sa Luzon na nakapinsala ng mga ari-arian, isa na naman malakas na lindol ang naranasan ng mga kapwa natin Pilipino sa bahagi ng Visayas region. Ayon sa ilang ulat, tumama ang lindol sa Eastern Samar ngayon hapon wala pang 24 oras matapos ang lindol sa Luzon. Napaulat na naramdaman daw ang yanig sa iba't-ibang lugar ng Visayas, Caraga at Bicol. Ayon kay Phivolcs Director Renato Solidum, hindi daw konektado ang lindol sa Samar at ang pagyanig na nangyare kahapon sa Luzon. Source: ABS | CNN | PS"
1,"Nakunan ng ilang kababayan natin ang pagkasira sa ilang bahagi ng Clark International Airport matapos ang malakas na lindol kaninang hapon. Ayon sa mga ulat, pumalo daw sa 6.1magnitude ang lindol na tumama sa ilang bahagi ng Luzon. Wasak naman ang isang bahagi ng simbahan sa Porac, Pampanga.. Sapul naman sa video ng netizen ang pagbigay ng tangke ng isang gusali sa lungsod ng Quezon. Sinuspinde naman ng mga transport officials ang operasyon ng LRT-1, LRT-2 at MRT-3. Source: Facebook | ABS-CBN | GMA"
1,"Isang pamilihan ang nagiba at gumuho habang nangyayari ang lindol kaninang hapon. Ayon sa ulat ng GMA News, may ilan daw tayong kababayan ang nasawi at nasaktan sa pangyayari. Base sa pahayag ng opisyal sa Porac, Pampanga, may mahigit 40 na katao ang na-trap sa gumuhong supermarket. Habang nag-uusap ang newscaster at ang opisyal ng lungsod ay nagsasagawa naman ng rescue operation para masagip ang mga tao. Nanawagan naman ang opisyal ng lungsod ng tulong tulad ng pangangailangang medikal at rescuers. Kanya-kanya naman ng upload ang mga netizens ng mga nakunan nila habang nagaganap ang lindol. Sapul sa video ng isang netizen ang pagyanig ng isang condominium sa Binondo at ang pagtapon ng tubig ng swimming pool. Nakunan naman ng isang netizen ang paggalaw ng gusali habang yumayanig. Isang kababayan namin natin ang nagbalita sa nangyari sa Subic-Clark-Tarlac Expressway. Makikita sa video ang mga cracks sa kalsada matapos ang lindol. Source: GMA | PSN | MB"
1,"Nakarating na sa beteranong mamamahayag na si Erwin Tulfo ang mga hinaing ng ilang kababayan natin na Overseas Filipino Workers (OFWs) tungkol sa paraan ng pagbotong ginawa sa ibayong dagat. Magugunitang may ilan tayong kababayan na inereklamo na ipinadadala daw sa pamamagitan ng liham ang kanilang boto, imbes na aktuwal na isuksok sa PCOS machine ang kanilang mga boto. Ang ikinatatakot nila ay baka hindi naman ipasok ng mga tauhan ng embahada ang mga balota nila sa makina dahil wala daw silang matatanggap na resibo. ""Hindi ko maatim ang mga posts ng mga kababayan natin, mga OFWs, 'yung kanilang mga videos na pinost sa Facebook na nagrereklamo tungkol sa halalan, itong absentee voting sa ibayong dagat. Ang reklamo ho nila, na-mail na nila yung mga boto dahil no choice sila dahil yun ang gusto daw ng COMELEC pero wala naman resibo. Ikalawa, sinasabi nila na walang guarantee kung talagang yung na-mail nila na balota ay 'yun talaga isinuksok sa PCOS machine kasi nga walang resibo. And I can understand the sentiments and frustrations,"" banat ni Tulfo. Binanatan din ni Tulfo ang paraan ng pagta-trabaho ng COMELEC at ang patuloy na paggamit sa PCOS machine. ""Kung inayos ba niyo ang trabaho, kung totoo at tapat ang inyong ginawa COMELEC at mga emmbahada, magkakarooon ba tayo ng mga recount?"" banat ni Tulfo. Source: Erwin Tulfo"
1,"Isang kababayan natin ang nabiktima ng kawatan na airport taxi driver sa Ninoy Aquino International Aiport (NAIA) Terminal 2. Ang laking perwisyo at takot ang inabotng kababayan natin si Karen Mitschek nang pagbantaan siya na babarilin ng taxi driver kung hindi ibibigay ang mga kagamitan nito. ""Baba ka, bastahuwag kang sisigaw, sabi niya sa akin. Kasi pag sumigaw ka o humingi ng tulong, babarilin kita,"" sabi ni Mitschek. Si Mitschek ay bumalik sa Pilipinas para panahon ng semana santa. ""Kakauwi ko nga lang po. Eight days lang po ako dito sa Pilipinas. Sabi ko sa driver 'parang awa niyo na kararating ko lang po, hindi ko pa nakikita anak ko.' Basta buhay ako kahit ano ibibigay mo na,"" dagdag pa ni Mitschek. Gumawa naman ng aksyon ang mga tagapamunuan ng NAIA. Titiyakin nila mananagot ang kumpanya ng taxi kung saan nagmula ang dorobong driver. ""Nagbigay na ako ng kautusan na i-ban 'yung buong fleet ng taxi na 'yon dahil pasaway at peste 'yan sa mga mananakay. Hindi ko nilalahat. May ilan talagang ganu'ng pangyayari but definitely we will act on it,"" sabi ni Manila International Airport Authority General Manager Ed Monreal. Ayon sa ulat, natagpuan na ang taxi. Inabandona ito ng suspek malapit sa paliparan. Source: ABS-CBN"
1,"Pumalo sa 35 na bus drivers at 17 konduktors ang nagpositibo sa shabu matapos isagawa ang drug testing. Ang drug testing operation ay bahagi ng ""Oplan: Huli Week"" na ikinasa ng Philippine Drug Enforcement Agency (PDEA) para sa paghahanda sa transport sector sa semana santa para masigurong ligtas ang mga mananakay sa kanilang mga biyahe. Ayon kay PDEA Director General Aaron Aquino, mayroon din isang dispatcher na nagpositibo sa droga. Isa rindaw sarason kung bakit nagsagawa ng mandatory drug testing ay ang dumadaming insidente ng aksidente sa kalsada kung saan ang mga drivers ay lango sa droga. ""We are doing this to curb incidents of vehicular accidents caused by drugged drivers and make the roads safer, especially this Lenten Season's travel rush"" sabi ni Aquino. Umabot sa 7,729 na mga manggagawa sa transport sector ang sumailalim sa mandatory drug testing. Ayon kay Aquino, ang sinumang driver na magpo-positibo sa droga ay kukumpiskahin ang lisensiya atkailangan dumaan sa rehabilitation process bago makuha ang kani-kanilang lisensiya. Basahin ang naging reaksyon ng ilang kababayan natin sa balitang ito. ""Suspend their license and revoke it after the confirmarion test! Mga chauffer license iyan napaka-raming buhay ang dala-dala nila every trip ( no pun intended )."" sabi ni C.Charlie "" Good Job PDEA!!!! Kasuhan lahat ng positive... Alisan ng lisensya para wala ng madisgrasya pang iba.. ."" sabi ni J. Pangan. ""Juicekopo.... ilang buhay ang nasagip sa panganib dahil sa ginawang drug test na ito... pakage po g nagddrug test sila. Lumalabas na ngayong ay talagang hapit sa byahe mga driver at conductor kaya bumalik na naman sa droga..."" sabi ni N. Cloma. ""Ayun..huli-week nga...buti nga sa inyo..kesa madami pang buhay ang ma-disgrasya!!!!!."" sabi ni A. Ceniza. Source: Inq | PTV"
1,"""It's working. And his approval ratings is through the roof, like 80 plus percent. So, people of the Philippines for the most part loves Duterte. He is getting the job done and he loves his country,"" Ganito ang naging opinyon ng Amerikanong blogger at US Army Veteran kay Pangulong Rodrigo Duterte. Ayon sa Youtube channel na ""Coffee with the Goose"", hindi dadaanin ng Pangulo ang mga tao sa mga matatamis na salita. ""He is not a politician a lot like Donald Trump. He tells it like it is. He doesn't just speak in sweet platitudes and (doesn't) tell you things that you want to hear. That's not how he operates. He sees things as they are and he goes from there,"" sabi ng blogger. Suportado din daw niya ang human rights pero naiintindihan niya ang anti-drugs campaign ng Presidente. ""You can scream human rights all you want. Yes, I'm in favor of human rights but these 5100 people, weight that against the number of people who actually been killed by drugs in the Philippines, it is miniscule. Duterte says, 'it's all about our nation and our nation's youth being destroyed (by drugs)'. And that's true. It's a painful thing to say but it's true,"" dagdag ng blogger. Para pa kay Goose, tama ang Pangulo sa mga binabanat nito sa simbahang katolika. ""Duterte is correct. The Catholic church needs to clean its house. Wehave serious problems with the Catholic church for years,"" sabi pa ni Goose. Ayon sa impormasyon sa Youtube channel ng blogger, ito daw ay United States army veteran na nagtrabaho sa media ng mahigit 30 taon. Source: Coffee with the Goose"
1,"Sa kanyang talumpati sa PDP-Laban Campaign Rally sa Bacolod City, pinatamaan ni Presidente Rodrigo Duterte ang magpinsan na sina dating Presidente Noynoy Aquinoat Senador Bam Aquino. Ayon sa Pangulo, wala naman daw naging contribution ang dalawa sa ating bansa. Banat ng Pangulo, puro pagne-negosyo daw si Bam at hindi naman nabago ang buhay ng mga Pilipino. Si Bam ay kasapi sa Otso Diretso senatorial candidates. ""Bam Aquino, susmaryosep. Anong ginawa nito? Sige lang istorya, sige negosyo to improve the lives of the Filipinos. Wala namang nag-improve sa ginawa niya. 'Yung tiyuhin niya o pinsan ba niya ito? Siguro 'yung si Ninoy. Pero itong dalawang sumunod na Aquino? Tsk. Wala. What is his con -- or was -- or is his contribution? Matanong ko lang kayo. 'Yong magtinginan tayo sa mata. Lalabas ako. Ano? Ay sige bayaan mo 'yang'"" banat ng Presidente. Source: Remate | RTVM"
1,"Isang haligi ng tahanan ang naulila matapos madatnan ang wala ng buhay ang mga katawan ng kanyang mag-iina. Kaawa-awa ang sinapit ng babaeng buntis na si KC Montemayor at ang anak nito na 4-anyos na si Chelsea Jade sa kamay ng menor de edad na salarin. Ang suspek ay 12 taong gulang at pinsan pa ng biktimang buntis. Nangyari ang krimen sa Lubao, Pampanga. Base sa pahayag ng menor de edad na suspek sa mga pulis, may bumulong daw sa kanya kaya niya pinaslang ang mag-ina. Ginamit umano niya ang kutsilyo at gunting para maagawaang kanyang masamang layunin. Ayon naman sa kapulisan, hindi sangkot sa droga ang suspek at walang nawawalang gamit sa bahay ng mga biktima. Pero base sa ulat ng Inquirer, pinatay daw ng 12-anyos na suspek ang mag-ina matapos mag-nakaw ng P100. Source: Kami | GMA | Inquirer"
1,"Malugod na ibinahagi ng Department of Transportation (DOTr) ang balita tungkol sa lagay ng LRT line 2 East Extension Project sa kanilang social media account. Ayon sa DOTr, malapit na sa final phase ang proyekto. Sa final phase gagawin ang track laying at pagkakabit ng electromechanical system (EMS). Mangyayari daw ito bukas, April 16, 2019. Sa naturang proyekto, itatayo ang dalawang bagong mga istasyon - ang Masinag Satation sa Antipolo, Rizal at Emerald Station sa Marikina. Base sa impormasyon mula sa DOTr Facebook page, nasa 60% na ang completion rate ng kabuuang proyekto. Plano ng DOTr at Light Rail Transit Authority (LRTA) na makumpleto ang proyekto sa fourth quarter ng susunod na taon (2020). Ayon pa sa DOTr, ang biyahe na mula sa Antipolo patungo Recto, Manila na inaabot ng 3 oras ay magiging 40 minuto na lang. Ikinalugod ng ilang kababayan natin ang impormasyon na ibinihagi ng DOTr. ""the best solution Sa Traffic Sa metro Manila is Buildbuildbuild DUTERTE adminestration Lang ang nakagawa Ng Ganito.."" sabi ni J. Lumacang. ""Wow thank you so much duterte admin bakit ngayon lang kayo dumating ang tagal na nmin pangarap ang ganetong administration"" sabi ni U. Pontillas. ""Highly appreciated! Thank you! DOTR for performing very very well! God bless you all people who keep on working for better and better Philippines! "" sabi ni N. Maniba. Source: DOTr"
1,"Ilang buwan din naantala ang pagpirma ng Pangulong Rodrigo Duterte sa panukalang national budget para sa 2019. Pero ngayong araw ay nalagdaan na ito ng Presidente. Mukhang hindi matutuwa ang ilang kongresista dahil ang P95.3 bilyon sa P3.757 trillion na panukalang pondo ay Vinetoe ng Presidente. Sa madaling salita, sinupalpal. ""The President, among others, vetoed P95.3 Billion pesos items of appropriations in the details of DPWH Programs/Projects, which are not within the programmed priorities,"" sabi ni Executive Secretary Salvador Medialdea. Matatandaang sinabi ng Pangulona hindi niya pipirmahan ang ""illegal"" budget. Ikinatuwa naman ng ilang netizens ang ginawa ng Presidente. ""Tama yan its about time to end the happy days of those GANID SA PERA mga CONGRESSMAN,"" sabi ni R. Barcos. ""Now, this is the President who has the political will to stand up for the right! Pera ng bayan, para sa bayan! He knows, he cares, he leads,"" sabi ni A. Bautista. ""Mga buwaya iyak ngayon hahaha! Wala na maibubulsa, buti nga ,"" sabi ni R.Lopez. ""yung isertions na yan na vetoe iiyakan ng mga kongresista, bawas ang mananakaw nila. bumoto ng karapat dapat sa darating na election,"" sabi ni W. Batag. "" Tama yan tatay digong... naghahangad na nmn sna ang mga ganid sa pera kxo naisahan cla..kya wla cla manakaw.,"" sabi ni T. Andrade. Source: ABS | CNN"
1,"Naglabas ng sama ng loob ang ilang kababayan nating Overseas Filipino Workers (OFW) sa naging karanasan nila sa isinagawang overseas absentee voting. Ayon sa ilang OFWs sa Hongkong, pumapalya daw ang mga PCOS machine na magbabasa dapat ng mga boto. Ayon naman sa ilang OFWs sa London, hindi daw sila ang mismong nagfi-feed sa machine ng kanilang balota kundi isa-submit lang sa embahada. Paano daw nila malalaman kung ifi-feed sa makina ang kanilang mga boto. Ang iba naman ay inilagay lang daw sa kahon ang balota. ""Pangulong Duterte sana makarating sa inyo ang mga concerns ng mga tao. Kasi we are not in this election for nothing. We want change and we want to continue with the changes na na-lay niyo. Paano kung ang smartmatic at COMELEC ay nagkaroon ng pandaraya. Hindi maalis sa amin ang ganyang isipin, "" sabi ng isang OFW sa London. Katulad ng reklamo ng ilang OFWs sa London, ganito din ang naging hinagpis ng mga taga-Italy. Lumiban pa raw sa trabaho pero walang makina sa lugar na pagbobotahan nila. ""Ito po ay amoy dayaan na. Kung baga kung malamig, amoy pasko daw. Ito na amoy dayaan na. Fill-up ng balota pero ibang tao ang mapapasok sa machine. Ilang porsyento ba ang ating kasiguraduhan na ipapasok nila, "" banat ng OFW sa Italy. Source: Jeanette Angel Aries | Jeanette Angel Aries | Uk-Dds Activities and Event | Rezza Mae Cabrera"
1,"""There's a cyberlibel ngayon. That's part of the anti-cybercrime law,"" Mukhang malilintikan kung magkakataon si alyas Bikoy, ang lalaki sa video na may pamagat na ""Ang Totoong Narcolist"". Sa naturang video, pinaratangan ni Bikoy ang mga anak ni Pangulong Rodrigo Duterte na sina Paolo at Veronica na sangkot umano sa kalakaran ng droga. Ayon kay Philippine National Police Chief Oscar Albayalde, hahanapin at kikilalanin daw nila ang tao sa likod ng nasabing libelous video. ""As of this time, wala pa namang lumalapit na complainant kasi sa amin (no one has filed a complaint yet). But we will do the initiative to identify the person,"" sabi ni Albyalde. Posibleng ginagamit din umano ang video para linlangin ang mga botante. Si Paolo Duterte ay tumatakbo bilang kongresista. ""We really do not know kung nagpapagamit siya sa kung sino-sino, kung nagja-jive ito sa upcoming midterm election, baka nagpapagamit siya kung kani-kaninong group or political party. 'Di natin masabi. For all you know, this is part of a propaganda this coming midterm elections,"" dagdag pa ni Albayalde. Magugunitang umalma si Maguindanao Mayor Datu Zamzamin sa video. Ayon sa alkalde, ninakaw daw ang kanyang pirma at ginamit sa mga dokumento na ipinakita ni Bikoy sa video. Ang nasabing video ay nakitaan din ng mali ng mga taga-suporta ng Duterte Administration. Ang video ay binura na sa nasabing Youtube channel. Source: CNN | INQ | Rap"
1,"""Attack and collect money, defend and collect money,"" Sa kanyang talumpati sa Malaybalay, Bukidnon, binulgar ng Pangulong Rodrigo Duterte ang taktika ilang miyembro ng miyembro ng media para makakolekta ng pera. Ayon sa Presidente, ang iba daw ay nang-aatake ng politiko upang kumita. ""They accept [payment] from clients to [write] political attacks. ACDC [attack and collect money, defend and collect money]. You attack to get paid. So don't believe that they are clean,"" banat ng Presidente Duterte. Ang iba naman journalist ay tumatanggap ng pera para ipagtanggol ang mga mayayaman. ""You protect the rich and hide their secrets, but attack us politicians who genuinely want reform. That's the truth. You are just being paid,"" resbak pa ng Pangulong Duterte. Ang pahayag na ito ay binanggit ng Presidente matapos maglabas ng ulat ang Philippine Center for Investigative Journalism (PCIJ) tungkol sa hindi umano maipaliwanag na kayamanan ng pamilya Duterte at ang hindi umano rehistradong law firm ng Presidente. Ang alegasyon ng korapsyon laban sa Pamilya ng Presidente ay ipinagbikit-balikat lamang ng Pangulo. Ayon sa Presidente, ang law firm ay ang kanyang ""back-up plan"" sakaling hindi siya manalo sa eleksyon. ""Having a law office was my backup plan in the past years in case I lose in the elections. At least if I lose, I would have a sanctuary and a source of income which is my law office,"" paliwanag pa ng Pangulong Duterte. Iginiit din ng Palasyo na maayos na nakadeklara ang mga ari-arian ng Presidente. Source: PTV | RTVM"
1,"Habang ang ilang miyembro ng oposisyon sa senado ay nanawagan na buksan muli ang imbestigasyon laban kay Presidential son at former Davao City Vice Mayor Paolo ""Polong"" Duterte kaugnay sa alleged smuggling ng illegal drugs sa Bureau of Custom (BOC), si Senador Dick Gordon naman ay nanindigan na hindi na ito dapat buksan. Sa isang phayag, sinabi ni Gordon na hindi niya pwedeng buksan muli ang immbestigasyon kung walang matibay na ebidensiya ang mga nag-aakusa. ""Hindi ko pwedeng buksang muli ang imbestigasyon at magsagawa ng hearing base lamang sa mga alegasyon,"" sabi ni Gordon. Hinamon niya rin sina former PSSUPT Eduardo P. Acierto at ang alyas 'Bikoy' na lumantad at magsumite ng sworn affidavit. ""Magpapatawag lang ako ulit ng hearing kapag haharap sa min si Acierto at Alyas Bikoy at kapag nagsumite ng kanilang sinumpaang salaysay kakabit ang matitibay na ebidensya,"" banat pa ni Gordon. Si Bikoy ay ang karakter sa mapanirang video laban sa pamilya Duterte na ikinakalat ng ilang kontra sa kasalukuyang administrasyon. Sa mga video, sinabi ni Bikoy na sangkot ang ilang kaanak ni Pangulong Rodrigo Duterte sa kalakaran ng droga. Pati ang menor de edad na ank ng Pangulo na si Veronice ""Kitty"" Duterte ay siniraan din ni Bikoy. Matatandaang lumantad ang isang alkalde sa Maguindanao at sinabing ninakaw ang kanyang pirma at ginamit ito sa mga dokumentong ipinakita ni Bikoy laban sa pamilya Duterte. Source: News5 | PNA"
1,"Isang istorya na naman ng pagtataksil ang inaksyunan ni News5 Host Raffy Tulfo sa kanyang programa. Dumulog kay Tulfo si Ginoong Sosimo Munoz, 42-anyos. Ayon sa kwento ni Mr. Sosimo, siya daw ay isang guwardiya at nabaril habang nagtatrabaho. Ang pagkaka-baril sa kanya ay naging sanhi ng kanyang kapansanan. Pero dahil mayroon siyang disability pension at nakapag-negosyo, naka-ipon umano siya ng kalahating milyon. Ang problemalang daw ay tinangay ng kanyang misis na si Nenita Munoz, 52-anyos, ang pera at sumama sa kalaguyo nito na si Vergel Briones, 24-anyos. Inubos daw ng misis niya ang mga naipong pera. Nang tawagan ng programa si Misis, ang agad na bungad ni Nenita ay baliw daw si Mr. Sosimo. Akusasyon pa ni Nenita, binubugbog daw siya ni Sosimo. Ang sinabi naman na ito ng ginang ay hindi pinaniwalaan ni Tulfo. Ayon kay Tulfo, paano mambubugbog kung may kapansanan si mister? Ayon naman sa kalaguyo ni misis, hindi pera ang habol niya kay babae kundi dahil mapag-alaga daw ito. Desidido naman si Mr. Sosimo na ipakulong sina Nenita at si Vergel. Inanyayahan naman ni Tulfo si Nenita na magtungo sa himpilan ng News5 para makapag-usap muna sila ni Ginoong Sosimo. ""Papakulong ko na lang po iyan kasi wala naman akong ginagawang masama diyan. Marami ang magsasabi. Sumasahod ako, dose, trese, kinsenas. Lahat na pera po (binibigay ko sa kanya),"" sabi ni Sosimo. Source: News5"
1,"""You want to match China? Develop your nuclear weapons like North Korea,"" Ibinunyag ni dating senador Juan Ponce Enrile na kasama sa mga plano sa paggawa noon ng Bataan Nuclear Power Pant ay ang pagkakaroon ng Pilipinas ng nuclear weapons. Ito daw ay para hindi minamaliit ng mga ibang lahi ang ating bansa. ""Plinano namin 'yun para magkaroon tayo ng nuclear weapon para hindi tayo inaapi nang maski sino, kaya nating manindigan. Eh manindigan tayo ngayon, ano gagamitin natin? Kwitis?"" sabi ni Enrile. Kung mayroon lang daw sanang armas nukleyar ang Pilipinas, mai-enforce sana ng Pilipinas ang 2016 international tribunal ruling. At kung may sapat na pera lang ang ating bansa ay walang makakapigil sa atin na makagawa ng nuclear weapon. ""If Iran, Pakistan, Israel, North Korea and even Cuba, before, could do it, if we went through it, I don't think they could have stopped us,"" pahayag ni Enrile. Ang Bataan Nuclear Power Plant ay sinimulang gawin noong panahon ni dating Presidente Ferdinand Marcos. Layon nito na matugunan ang pangangailangan sa enerhiya ng Pilipinas. Ayon sa isang environmentalist, makakatulong daw ang Bataan Nuclear Power Plant para makatipid ang Pilipinas sa milyon-milyong dolyar na ginagastos sa elektrisidad. Source: CNN Philippines | ABS-CBN"
1,"Isang magandang regalo ang natanggap ng mga sundalong naputulan ng bahagi ng katawan dahil sa pakikipaglaban sa mga teroristang Maute sa Marawi noong 2017. Biniyayaan sila ng Duterte Govertment ng pag-asang makalakad muli, makatulong sa kanilang pamilya at makapag lingkod muli sa bayan sa pamamagitan ng mga high-tech prosthetic limbs. Ang programang ito ay ipinangako ni Pangulong Rodrigo Duterte noong ma-liberate ang Marawi sa kamay ng mga Maute. ""Nahihirapan akong umakyat sa hagdanan. Nahihirapan akong mag-travel at sumakay sa sasakyan. Nung gamit ko na 'yung bagong prothetics, 'yung high-tech, nakakapag-travel na ako mag-isa kahit walang gamit na saklay,"" sabi ni First Scout Ranger Regiment Sergeant Jeric Millar. Sa ulat ng CNN Philippines, mapapanood na hindi na kakailanganin ng mga sundalo ng saklay dahil sa makabagong teknolohiyang taglay ng prosthesis. Pinapaggana ng baterya ang mga high-tech prosthetic limbs at may micro-processors na nagko-kontrol. Kumportable din daw ito gamitin at binibigyan din daw nito ang mga amputee ng pagkakataon para makagalaw ng normal. ""Kaya po natin sila binigyan ng state-of-the-art prosthesis kasi gusto po natin makabalik sila sa battlefield. Hindi 'yung nandun lang sila sa offices at limited ang ginagalawan nila, "" paliwanag ni RJ Arroyo, Business Development Manager ng Ottobock Philippines, ang manufacturer ng mga prosthetic limbs. Panoorin ang presentation video ng Ottobock kung saan ipinapakita nila ang nagagawa ng kanilang prosthesis products. Source: CNN Philippines | Ottobock"
1,"Nitong mga nagdaang araw naging laman ng balita ang ilang kandidato ng opposition slate na Otso Diretso nang hamunin nila ang Pangulong Rodrigo Duterte na tuparin ang pangakong mag-jetski para ipagtanggol ang Pilipinas laban sa China. Magugunitang humingi pa ng permiso si Alejano sa Philippine Coast Guard para makapaglayag patungong Scarborough shoal. ""Ang hamon natin, gawin niya yung pagsakay sa jetski sa West Philippine Sea, kaso nangalawang na ang jetski. Tayuan niya ang mga Pilipino. Di tatagal, magiging probinsya na tayo ng China... Kung di tatayo ang president, tayo ang tatayo,"" banat ni Senatorial Aspirant Gary Alejano laban kay Pangulong Duterte. Ngayon, ang aktor na si Robin Padilla naman ang naghahamon kay Alejano. Naniniwala si Padilla na walang kakayahan ang Pilipinas na ipagtanggol ang bansa laban sa China kaya sila na lang daw ni Alejano ang lumusob sa Spratly Islands. ""Gayahin natin ang mga Tausug ng Sultanate of Sulu ipakita natin sa ninunong China na handa rin tayong mga Katipunero na sundan ang yapak ng mga [rebolusyonaryong] Tausug,"" resbak ni Padilla kay Alejano. Ayon kay Padilla, huwag daw idamay ang buong Pilipinas sa isyu dahil kawawa naman ang mga mahihirap. Susundin niya daw ang plano ni Alejano dahil sa karanasan nito bilang sundalo. ""Sarilinin natin itong lakad lumusob tayo sa Spratlys lumusob tayo gayahin natin ang mga Tausug at wag kang mag-alala susunod ako sa plano mo dahil marines ka, marahil mas magaling ka sa akin sa military tactics kaya gawin na natin ito... Wala akong kokontrahin sa plano, yakapin na natin ang pagiging bayani sa panahon na ito,"" resbak ni Padilla kay Alejano. Nagkapagpaalam na rin daw si Padilla sa kanyang asawa na si Mariel. Kakasa kaya si Alejano sa hamon ni Padilla? Source: ABS | MB | INQ | Instagram"
1,"Hindi nakalampas si Otso Diretso Senatorial Candidate Florin Hilbay sa banat ni Pangulong Rodrigo Duterte. Ayon sa Presidente, ginagamitlang daw na ""cover"" umano ni Huilbay ang aktres na si Agot Isidro para pagtakpan ang kabaklaan nito. ""He acts like a man and pretends that Agot is his girlfriend. Be true to yourself. You're gay. Don't hide behind a cover. You were made by God. God made a mistake. Just because he's a God does not mean he is incapable of making mistakes,"" banat ni Presidente Duterte. Ang mga pahapyaw na ito ng Pangulo laban kay Hilbay ay sinabi ng Presidente sa kanyang talumpati sa Tuguegarao City. ""Florin Hilbay is a lawyer. But he's gay. His girlfriend is Igot Isidro. They're always together. Agot rather, not Igot. Do you think he's gay? I don't have a problem with gays, but this particular gay is a bully. They always criticize me, Hilbay and Agot, until they ended up being couple. Because they're always together,"" banat ni Presidente Duterte. Sa kabila ng mga banat niya kay Hilbay, sinabi ni Presidente Duterte na wala naman daw siyang problema sa mga bakla. Sa katunayan, naging bakla din daw siya dati. ""I was once gay. Am I straight or a gay? So what if I'm gay? What is it to them? It's my life. I deserve to be happy. Why stop the gays when they're made by the government -- God? It's already God's problem why he made gays,"" dagdag ng Pangulo. Source: Inq | PC"
